"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
1.815,1.266,-0.948,-0.456,1.509,-0.02,0.02,0.622,0.744,-0.526,-0.703,-3.113,2.207,0.529,-0.226,1.118,-2.951,-0.623,2.35,1.189,1.31,0.722,-0.143,1.073,-1.266,0.297,-0.026,-0.132,-1.337,0.707,0.317,0.412,-0.808,0.54,-0.077,0.516,0.416,-0.51,-0.309,0.535,-0.435,1.64,-0.672,0.782,-0.707,-0.91,-0.04,0.444,0.002,0.598,0.236,-0.241,-0.596,0.275,-1.247,-0.463,0.724,2.427,-0.042,-1.485,-0.605,0.384,1.731,0.079,0.164,-0.598,1.364,0.234,0.583,-1.82,-1.349,0.513,0.608,0.975,1.183,-0.405,2.135,-1.138,-0.331,-1.015,-1.462,1.092,-0.012,1.186,1.257,-0.425,0.427,0.615,-1.578,-3.61,0.64,-0.544,-0.353,-1.397,-1.169,0.31,-2.717,-0.259,-2.761,1.189
0.139,-0.954,0.644,2.038,2.805,0.296,-0.296,0.866,-0.383,-0.696,0.982,0.506,-0.549,0.323,-0.845,-0.545,1.853,1.283,-1.071,-0.99,-0.149,-0.391,0.339,0.433,0.637,1.021,-1.264,0.287,-0.154,-0.384,0.449,0.078,-0.861,-0.293,-0.727,-1.869,0.862,-0.442,0.257,-1.273,-0.727,-1.207,0.751,0.256,1.937,-1.011,0.606,-0.45,-1.509,0.143,1.288,-0.433,0.762,-0.426,0.246,-0.183,1.467,-0.066,-0.011,-0.66,0.436,1.352,1.644,0.459,0.922,0.777,1.926,-0.437,-0.703,-1.633,0.438,0.634,0.437,-1.407,1.189,0.725,0.551,0.833,0.803,0.275,0.039,1.547,-0.651,2.39,0.013,2.048,2.566,0.387,1.002,0.667,0.088,-0.642,-0.991,-0.817,-0.663,0.444,0.142,0.288,-1.207,-1.573
0.52,1.419,-1.146,-0.307,-2.45,1.005,1.005,-1.472,0.163,0.816,0.564,1.211,0.355,-0.876,0.165,1.107,-0.405,-0.623,-1.279,0.751,-1.018,1.252,1.155,-1.281,0.371,0.29,0.852,-1.334,-0.154,-0.165,0.278,-0.581,0.94,-0.492,-0.935,1.087,-0.325,0.061,-0.876,0.933,0.51,1.641,0.173,0.318,-0.669,0.892,-1.04,-0.269,0.625,-1.095,-0.232,0.117,0.368,1.206,0.952,1.26,-0.17,1.213,1.232,-0.686,-1.913,-0.161,-1.052,0.842,-0.982,-1.82,-0.279,0.866,1.128,-0.096,-1.333,-1.431,-1.198,0.087,-1.538,0.183,-1.012,-0.004,-0.764,1.997,1.509,1.478,-1.49,-0.779,1.434,0.898,-0.413,-1.51,-0.853,0.041,-0.245,-0.586,-1.725,-0.112,0.069,-0.185,0.515,0.573,-0.403,0.767
0.542,0.059,-0.348,1.833,-0.874,0.339,-0.339,-0.548,0.004,0.325,-0.821,0.165,0.155,-0.052,-0.578,1.328,0.645,-0.429,1.093,-0.712,0.551,0.108,0.664,-0.762,-1.741,-0.211,-0.486,-1.137,-0.609,0.609,0.662,0.013,0.11,-1.016,0.495,0.753,0.72,0.033,-0.474,-1.471,0.558,-1.097,0.929,-1.526,0.13,0.023,1.348,-0.774,0.85,0.281,-1.63,-1.996,-1.831,-0.656,2.225,0.769,-0.554,2.338,-0.14,0.594,0.221,-1.284,0.767,-2.055,0.852,-0.028,1.494,0.423,1.483,1.473,-0.977,-0.149,-0.118,-0.612,-0.697,0.318,0.789,0.373,-1.277,0.336,1.446,-0.161,0.881,-0.773,-1.576,-1.188,0.952,2.028,0.157,-1.332,1.481,1.13,0.708,0.567,-0.213,0.53,-0.444,1.109,-0.803,-1.236
0.491,-0.903,0.608,-0.418,-1.444,-0.189,0.189,-2.475,1.448,1.792,1.599,-0.975,0.156,-0.554,0.224,-0.112,-1.567,-0.365,-0.025,-0.12,0.242,0.699,-1.256,0.744,-0.675,0.877,1.087,0.209,-0.101,1.375,-1.244,-0.51,1.146,0.441,-2.696,0.174,-1.74,0.153,0.022,-0.01,1.146,1.361,-0.559,-0.193,-0.628,-0.359,-0.782,-0.634,1.344,-2.672,0.543,0.855,0.959,0.459,-2.778,-2.043,0.104,-2.217,0.385,-0.257,1.791,-0.964,0.705,0.391,0.303,0.609,-1.497,-0.802,-1.16,-1.097,0.276,0.636,0.53,-0.035,-0.361,-0.858,-2.615,1.282,1.043,-1.646,-0.117,-0.74,1.743,-0.729,0.513,0.659,-1.491,0.548,0.953,-0.676,-0.436,0.257,-0.149,1.35,-0.124,-0.258,0.5,-1.227,0.7,-2.385
-1.077,0.566,-0.158,-1.452,6.231,-0.364,0.364,1.541,-1.656,-0.318,-0.067,0.853,0.272,1.126,-1.34,1.059,1.178,-2.283,-0.586,-0.066,-2.432,0.273,-0.531,-1.345,0.769,-0.663,0.275,-0.214,1.486,0.219,0.72,1.479,-0.164,-0.421,-0.745,-1.532,1.452,0.171,-1.028,1.297,0.097,-0.367,0.021,0.033,1.535,1.049,0.743,-0.084,0.929,0.658,2.432,0.658,0.831,-1.062,0.23,0.053,0.327,0.244,-0.327,-1.514,0.937,-0.239,-0.113,0.822,2.153,-1.4,-0.415,0.072,0.803,-1.245,-1.477,-1.135,-0.846,-0.501,0.513,-0.003,0.064,0.159,0.179,1.165,0.652,-1.191,1.098,-0.376,-0.544,0.483,0.164,-0.006,1.604,-0.421,0.271,-0.303,-0.16,1.78,1.483,0,1.27,0.562,-0.737,0.627
-0.55,0.425,-1.106,0.349,-0.329,0.229,-0.229,1.078,0.781,-0.477,-0.166,-0.556,-1.219,-0.632,-0.868,0.413,1.115,0.81,0.39,0.792,-0.592,-0.477,0.915,0.776,-1.437,-2.268,0.238,-0.196,0.734,-0.322,-0.226,-0.527,0.259,-1.219,-0.685,1.402,0.208,0,0.552,1.283,0.839,0.831,1.053,-0.591,1.599,-1.971,-0.644,-0.565,-0.985,-0.923,-0.649,1.323,0.076,-0.232,-0.018,1.396,-2.155,0.371,-0.365,0.095,0.003,-0.629,-0.863,-1.851,1.228,0.138,2.169,-1.503,-0.15,0.825,-1.223,0.634,0.716,0.551,1.129,0.126,0.597,-0.292,-0.627,-1.106,-0.201,0.499,-0.5,-0.373,-1.749,-0.207,2.57,-0.541,0.64,0.111,0.168,0.732,0.592,0.426,-1.868,0.747,1.584,0.902,-0.717,-0.449
-0.145,1.11,1.854,1.274,3.587,0.059,-0.059,-0.536,-0.722,-0.022,0.794,1.909,-0.303,-0.521,1.255,0.709,-0.333,1.145,-0.203,0.607,1.292,0.737,-1.895,0.626,-0.595,-0.137,0.311,-0.57,0.929,0.019,-1.304,1.068,0.577,0.078,0.674,-0.238,0.071,1.061,0.673,-1.125,-0.54,1.405,0.066,1.016,-0.918,2.453,1.045,0.15,-1.035,-0.306,-1.575,-0.362,0.468,1.183,-0.68,-0.904,-1.239,1.288,0.5,1.8,-1.459,-0.056,-0.629,0.37,0.404,2.174,1.864,-0.054,-0.905,0.569,2.085,-1.882,-0.275,-1.196,0.483,-0.181,1.383,0.352,1.267,-0.686,1.674,0.953,-0.46,1.452,-0.929,1.188,-1.149,-0.718,2.161,-0.342,0.973,0.31,0.128,0.586,0.001,-0.445,0.584,1.544,1.124,0.837
1.291,-0.117,1.15,-0.803,-0.985,-0.553,-0.553,1.055,-0.923,-0.456,0.023,0.7,-0.847,-0.089,0.316,1.926,0.064,1.78,-0.642,0.559,0.249,0.672,0.262,0.112,-1.354,2.001,-0.072,0.253,-0.459,0.418,-1.297,-0.66,-1.002,0.342,-0.003,-0.156,0.787,0.409,0.629,1.006,0.018,1.31,0.004,-0.115,-0.769,-0.445,0.396,0.559,-1.222,-0.342,-0.42,-1.342,-0.108,0.196,-1.397,1.601,0.001,0.221,-0.689,1.382,-0.682,-1.106,1.833,1.068,-0.097,-1.198,0.421,-0.654,0.42,0.257,-0.635,1.741,0.676,1.24,0.319,-1.09,-1.354,-0.483,0.122,-0.584,0.767,0.109,-1.428,-0.191,0.41,0.653,0.632,-0.168,0.342,1.683,-0.746,-0.901,0.402,-0.526,-0.136,-2.216,-0.737,-1.725,-0.117,0.233
-0.08,0.939,-0.648,-0.429,-1.368,-0.81,-0.81,0.504,-0.194,-0.288,0.065,-0.567,0.172,-0.063,-0.45,1.3,1.124,1.053,1.517,-0.122,-1.101,1.567,-0.403,2.255,-0.956,1.423,-0.032,-1.523,0.218,1.447,1.501,0.327,-1.284,0.697,-0.664,-0.619,0.498,1.014,-1.099,0.31,-0.361,-0.724,-0.601,-0.836,-0.91,-1.554,0.259,-1.909,0.337,-0.42,-0.171,-0.375,-1.242,0.23,-1.429,-1.825,0.149,-0.464,-1.615,-0.687,0.255,1.896,-0.6,-0.039,0.696,2.256,-0.409,-0.483,-1.369,0.856,-0.994,-0.474,1.983,-0.379,0.225,0.54,2.136,1.257,-0.048,-0.497,-0.168,-0.868,1.169,0.189,-0.908,1.16,0.267,0.767,-0.614,1.8,-1.549,0.472,-0.407,0.511,-0.991,-0.047,0.562,-0.099,-0.036,0.472
0.075,-0.136,0.277,-0.692,2.53,-1.318,-1.318,-0.518,-1.158,-0.324,1.159,-0.968,0.254,-1.258,0.583,0.935,-0.857,0.631,0.064,0.115,-0.756,-0.346,0.233,-0.18,0.134,0.191,-0.542,-2.01,-0.649,-0.062,0.32,0.94,0.304,-0.145,-0.008,-0.514,0.4,0.518,0.276,-0.076,0.829,0.47,0.433,0.692,-1.479,0.279,-0.464,-0.628,1.053,-0.915,-0.228,0.615,0.356,1.553,-0.094,-0.928,0.643,1.418,1.58,0.158,0.188,0.676,0.247,-2.551,0.125,0.926,-0.704,1.367,-0.664,0.4,-0.696,1.086,-1.199,-0.84,-0.487,-0.771,-1.034,0.461,-1.093,1.517,-1.838,1.731,1.4,0.905,-1.318,1.315,1.583,-1.449,0.417,-1.956,1.206,1.325,0.561,1.475,-0.356,-0.094,1.287,0.452,-1.311,1.03
-0.571,-0.957,0.769,0.429,-2.159,-0.991,-0.991,-0.194,0.123,-0.687,-0.552,-0.524,-1.816,0.292,0.994,-1.165,0.033,0.771,-1.573,-0.28,0.34,-1.397,-1.347,0.575,1.711,-0.481,-0.505,0.501,0.668,-0.021,0.268,-0.794,1.152,0.251,-0.211,1.187,0.57,-1.231,1.106,2.4,0.71,0.417,-1.912,1.195,-0.222,0.093,-2.08,-0.957,0.731,0.051,-0.157,-0.731,-0.775,-2.892,0.521,-1.23,-0.89,-1.065,0.93,0.107,1.68,-0.869,1.077,-1.048,-1.207,-0.939,0.129,0.552,0.662,-0.807,0.339,-0.636,-0.057,-0.242,-0.607,0.596,0.391,0.249,2.233,1.043,-0.543,-0.216,0.349,0.92,0.685,0.65,-2.013,0.956,-0.955,0.06,1.037,-1.034,-1.485,0.609,-0.853,-1.062,0.578,0.557,-0.081,0.246
-0.469,-0.224,-0.258,-0.3,-1.943,0.923,0.923,0.634,0.664,-1.269,0.643,-0.122,-0.212,0.529,-0.972,0.657,0.363,0.73,-0.548,0.981,-1.701,-0.682,1.393,-0.864,-0.604,0.595,-2.019,-0.661,0.378,-0.607,-0.757,-0.758,-0.559,0.84,-1.887,-0.142,1.484,-0.678,-2.077,0.861,-0.96,-2.367,1.18,1.053,2.19,-0.309,0.946,-1.041,-0.06,0.985,1.579,0.498,1.159,-0.661,0.948,0.553,-0.642,0.107,-0.109,0.202,-1.512,1.263,0.749,0.887,0.729,0.661,-1.219,-0.412,-1.556,1.118,0.659,0.31,-0.465,-1.382,1.051,-0.126,0.796,0.126,-0.362,-0.33,0.196,0.644,1.461,2.379,-0.771,0.372,0.599,-1.616,0.698,-0.26,1.018,-0.212,0.714,-0.487,-1.888,-1.122,2.178,-0.776,0.921,0.685
0.139,-0.005,1.11,-0.487,-1.106,1.205,1.205,0.503,1.17,0.947,1.858,-1.832,2.008,-0.31,0.866,0.107,-0.045,-1.034,-0.004,0.245,0.689,1.35,0.366,0.829,0.698,-0.008,-1.067,-0.094,0.382,0.591,1.142,0.366,-2.504,-1.417,0.759,-0.203,0.815,0.896,0.035,-0.773,-1.368,-0.34,1.853,-1.687,0.365,-0.66,0.197,-2.553,0.461,0.14,-0.321,0.285,3.049,0.355,-0.524,-1.058,-0.538,0.735,-0.563,-0.766,-0.047,-0.931,0.638,-2.454,0.122,-0.025,0.249,1.611,0.143,1.23,-0.451,-0.294,0.089,-0.555,-2.329,1.464,-0.524,2.707,0.446,0.094,1.045,1.011,-1.037,-0.37,-2.571,0.006,0.035,0.247,2.262,-0.037,1.326,-0.302,1.516,-1.187,1.228,-0.828,0.338,0.519,1.377,1.272
0.143,0.263,-0.321,0.782,1.566,0.375,-0.375,0.501,-0.717,0.126,-1.21,0.594,0.581,-0.635,0.667,-0.346,-0.426,-1.026,-0.922,0.007,0.769,-0.533,-1.046,0.685,-0.23,0.368,-1.332,0.677,1.336,0.263,-0.597,-0.914,-1.758,-0.548,-0.496,-0.488,0.245,0.018,-0.653,-0.397,1.105,0.806,-0.556,-0.01,2.056,0.162,-0.346,-2.018,-0.863,-1.296,0.215,0.639,0.173,-0.848,0.727,-0.951,0.738,1.296,1.141,2.092,-0.125,0.403,-0.521,-0.272,-0.197,0.643,0.054,1.015,-0.351,0.591,-1.153,0.405,0.493,1.736,0.448,1.413,0.931,-1.087,-0.471,1.169,-3.401,-0.651,0.716,0.836,-0.175,-0.686,-1.707,0.159,-0.43,-0.199,0.906,-0.233,1.808,-0.518,0.102,-0.017,0.117,-0.055,0.511,-2.272
0.469,0.881,-0.367,0.989,-1.682,0.592,0.592,0.612,1.29,-2.076,-0.8,0.225,0.035,-0.01,0.792,0.309,0.451,-0.05,-0.122,-0.518,0.224,-1.067,-0.97,-0.581,-0.233,0.897,0.456,0.215,-0.176,-0.186,-1.408,0.597,0.791,0.76,0.118,0.72,-0.83,0.244,-0.731,-0.195,1.109,-2.245,-0.111,0.69,1.509,-0.081,-0.736,0.388,-0.824,0.055,-1.196,-0.319,1.005,0.224,-1.085,0.691,1.989,-0.161,0.861,0.86,-0.023,0.628,0.476,-1.024,-0.938,0.203,-0.192,-0.75,0.4,0.933,-0.138,-0.765,-1.098,0.075,0.705,0.011,-0.556,0.775,-0.381,-0.561,-1.662,2.292,-0.618,-0.647,-0.547,-0.482,0.171,0.699,1.388,0.935,1.007,-0.48,-3.222,0.021,0.358,0.074,1.49,0.463,0.547,1.27
0.714,-0.485,0.321,2.468,1.736,-0.822,-0.822,0.795,-0.126,1.184,-0.268,-0.99,-1.386,-0.661,0.038,-0.849,-0.247,-1.34,-1.06,0.053,-0.74,-2.173,-1.329,-0.227,-1.752,-1.121,1.133,-0.972,0.547,-0.26,0.818,0.882,0.853,1.047,-0.302,0.529,-0.172,-1.574,-1.557,-1.099,-0.504,-0.414,-1.156,1.157,0.86,0.761,0.922,0.218,-1.853,0.957,-0.645,0.445,0.056,-0.583,-2.283,-0.734,0.461,0.29,-2.361,1.477,-2.781,-0.194,-0.644,-1.585,-0.4,-0.436,-0.956,0.861,-1.094,-0.232,-0.156,-0.942,0.503,0.389,-0.786,-0.224,2.009,0.827,1.567,-0.235,-0.215,0.131,0.065,0.636,1.312,0.472,-0.529,-0.587,-0.641,0.843,-1.137,1.748,-0.183,-0.59,0.719,1.407,1.41,1.205,1.104,2.256
0.364,-0.815,-0.703,0.937,-0.975,0.278,-0.278,0.608,-0.636,-0.211,-1.227,0.096,0.82,0.05,1.105,1.383,-0.366,-0.218,-1.613,0.801,1.108,-0.231,1.765,-1.346,-3.766,-0.029,0.188,-0.284,-1.559,0.029,1.002,1.619,-0.173,-0.947,0.925,-0.189,-1.443,1.353,0.974,-1.31,-0.353,-0.877,1.506,1.564,0.061,-1.156,-0.219,1.561,-0.002,1.398,0.946,-0.489,-0.882,-1.653,-0.375,0.609,0.217,0.136,-0.676,-0.873,0.266,-0.533,0.864,-0.014,-1.319,0.293,-0.731,0.988,-0.464,-0.424,0.344,-2.069,-0.573,-0.929,-0.427,1.517,0.127,0.163,1.045,1.43,1.237,1.159,-0.664,1.018,1.405,-0.133,-1.091,-0.268,-0.744,-0.285,1.711,1.49,1.232,-0.123,-0.39,0.309,0.059,-1.529,-2.34,-0.483
-0.749,-1.564,0.601,0.183,-1.6,1.682,1.682,-0.768,-2.17,0.939,0.13,-0.007,-0.023,1.129,0.866,-0.185,-1.62,0.215,0.975,0.189,0.013,0.35,-0.84,-0.459,0.178,1.526,1.367,1.187,0.472,-0.729,0.461,-0.234,0.017,-0.797,0.627,-1.116,-1.1,0.54,0.508,1.762,-1.347,0.782,-0.588,1.045,-0.314,1.267,0.322,-0.015,1.61,-1.89,-0.96,-0.763,0.077,-1.71,0.88,-0.921,-0.1,0.62,-0.959,-0.76,1.661,-1.305,0.99,0.695,0.007,-0.427,1.671,0.449,-2.578,1.594,-1.171,0.296,0.622,-1.621,-0.481,0.127,-1.168,-0.729,-0.834,1.103,0.302,-1.207,0.984,0.392,-0.23,0.435,0.473,-0.441,0.372,-1.038,0.913,-0.842,0.549,-0.055,0.704,0.875,0.578,1.189,-0.434,-0.135
-1.422,-0.757,-0.971,-0.855,-1.951,0.505,0.505,0.323,0.754,1.325,1.611,0.463,0.634,0.479,0.775,-0.192,-0.397,0.549,-0.832,0.845,0.507,0.7,0.741,0.449,0.927,-1.64,-0.637,0.117,0.009,0.004,0.695,-0.615,0.996,1.19,-1.654,-0.692,-0.314,1.065,1.311,-0.748,-0.341,-1.288,0.369,0.002,1.023,0.953,1.233,0.675,-0.045,-0.536,-1.168,0.145,-0.593,-0.874,0.424,0.225,-0.85,0.582,1.025,1.774,-0.192,0.626,-0.378,-2.566,1.762,-1.147,-0.769,-0.945,-0.291,0.391,3.223,0.198,0.436,-0.951,-0.153,0.696,0.785,-0.021,0.521,-0.31,1.663,-2.021,0.933,-0.38,-0.682,-0.386,2.337,-0.373,-0.346,-0.087,1.605,-0.034,-1.625,0.545,1.118,-0.039,-1.204,-1.539,0.303,-2.251
-0.893,1.427,-0.242,0.579,1.574,-0.798,-0.798,1.037,0.294,0.57,1.18,1.228,1.222,-1.17,0.202,-1.999,-0.075,-0.642,-1.055,-0.636,-0.529,0.445,-0.445,-1.629,-1.122,1.245,-1.785,0.355,-0.18,-0.508,-1.071,-1.212,-1.298,-0.511,1.65,-0.657,1.4,-0.186,-0.599,-0.783,-1.007,0.269,1.18,-0.121,-0.461,0.331,2.477,-2.365,-1.129,0.498,-1.895,0.106,-2.106,0.099,0.332,1.081,1.048,0.26,1.182,-0.683,-0.654,-0.699,-1.412,-1.536,-0.48,0.386,0.13,-1.176,0.691,1.488,-0.338,-1.578,1.07,-0.704,0.088,1.072,0.864,0.516,0.772,-0.055,-1.624,-0.377,-1.077,-1.407,1.765,0.373,-1.308,1.597,-0.163,-0.731,1.207,0.895,1.25,0.014,-0.98,0.397,0.567,0.778,-1.372,0.866
-0.053,-1.295,-0.133,-1.185,-2.964,-1.061,-1.061,0.915,1.213,-1.705,-0.297,-0.387,-1.215,-0.753,-1.786,1.578,1.008,1.163,1.306,0.855,0.235,1.189,-1.116,-0.882,-0.351,0.346,0.067,-1.476,-0.259,-2.224,-1.018,-0.086,0.978,0.821,0.193,-0.821,1.64,0.665,-1.421,-0.016,0.306,0.492,-0.14,-1.119,0.048,0.822,-0.734,-0.33,-0.99,0.068,-0.496,-0.754,-0.309,-0.348,0.55,1.649,-0.469,1.215,1.261,-0.165,0.746,0.781,-0.497,-0.42,0.395,-0.1,1.109,-0.088,2.361,0.499,0.284,-0.265,-1.005,0.18,0.778,2.401,0.296,-0.447,1.136,-0.428,1.232,0.206,-0.111,0.895,0.213,0.615,1.665,0.845,0.24,-1.678,-0.132,0.727,0.225,0.884,1.392,-0.404,0.545,1.487,-1.887,0.703
0.353,0.673,-0.723,-0.378,0.092,1.523,1.523,0.11,-0.022,0.119,-0.362,-0.762,0.25,0.115,-0.437,-0.269,-0.295,0.558,-0.348,-1.669,-0.343,-0.203,0.87,2.666,-2.491,1.427,0.44,2.11,-0.569,-1.025,0.029,0.549,0.239,0.139,0.936,0.071,0.511,-1.124,0.577,-1.396,1.307,-0.295,0.006,-0.409,1.002,-0.477,1.749,-0.04,1.001,0.063,-1.136,-1.574,-1.16,-0.34,1.235,-0.136,0.926,0.036,1.256,-1.511,0.07,-1.755,0.894,0.047,-0.613,0.181,-1.231,0.941,-0.384,1.911,0.12,1.531,-1.381,2.193,-0.148,0.746,0.795,-0.152,-0.896,-1.945,1.655,-0.202,-1.125,0.059,-1.27,0.577,-0.483,0.686,0.223,0.97,1.103,1.035,-0.993,-0.005,-0.448,-2.153,-0.083,1.632,-0.654,0.791
-1.277,-0.189,0.111,-0.006,0.384,2.162,2.162,0.408,1.262,-0.371,1.117,-0.573,-1.236,0.508,-0.903,-0.035,1.007,0.087,-0.183,1.683,-0.469,-0.783,1.335,-0.684,-2.099,-0.025,-0.143,-0.934,1.084,0.608,1.331,-1.017,0.639,1.454,-1.353,0.333,2.133,-0.67,0.782,1.506,0.712,0.064,0.856,-0.57,-0.463,0.856,0.75,0.333,0.368,-0.043,-1.071,-1.416,0.687,-0.665,-0.083,-0.29,-1.387,0.932,0.055,-1.08,-0.872,0.329,0.498,-0.977,-0.222,0.849,1.025,-0.841,-1.98,0.223,0.529,0.462,-0.205,-0.012,0.579,-0.425,0.345,0.184,-1.609,-0.664,0.078,-0.286,-0.964,1.038,0.696,0.053,0.314,0.623,-0.77,0.757,1.497,-1.003,-0.072,-2.136,2.622,-1.078,0.223,0.219,0.716,-0.693
1.698,1.521,0.086,-1.06,-2.745,0.202,-0.202,1.281,1.503,-0.277,0.184,0.917,-1.258,0.666,1.304,-1.713,-0.221,1.387,-0.776,-0.204,0.345,-0.937,2.14,0.664,-0.837,2.013,-0.322,-0.214,0.741,-0.86,0,-0.739,0.226,-1.153,0.555,-1.209,1.111,-0.415,-0.4,-0.824,0.955,-0.743,0.173,-0.631,-1.074,1.311,-1.726,2.035,0.473,0.902,-0.928,0.497,0.914,-0.439,-0.165,0.732,0.317,-1.664,-1.316,0.732,0.224,1.005,-1.276,-0.628,-0.431,0.048,-0.701,-0.492,-0.054,-0.069,-0.38,1.087,-0.074,-0.007,-1.315,-0.214,1.307,-2.124,-0.299,0.864,-0.041,0.703,0.63,0.59,0.924,-0.038,0.077,-0.639,1.245,0.67,-0.294,-0.61,-0.339,-0.167,1.114,-0.173,1.573,0.512,-1.583,0.813
-1.158,0.366,-0.395,0.177,-1.29,1.066,1.066,0.114,1.098,0.149,0.308,0.235,0.157,-2.201,-1.349,-1.167,0.434,-0.94,-0.894,2.273,-1.007,-2.351,0.61,-2.479,-1.284,-0.067,0.723,0.406,0.246,-0.18,0.373,-1.532,-0.685,0.286,1.332,1.02,0.962,-0.137,-1.206,1.133,0.266,0.874,-1.047,0.734,1.683,-0.201,1.924,-1.413,-1.939,0.486,1.677,0.429,-0.145,2.84,-0.536,0.838,-1.425,-1.076,1.884,-0.587,-0.153,-1.412,0.597,0.129,0.108,1.089,-2.65,1.918,0.718,1.96,0.401,1.112,-0.526,1.221,-0.967,2.273,1.014,0.669,-0.054,0.192,0.219,-1.052,1.057,0.556,0.487,0.515,-0.167,0.753,-0.917,-1.195,-0.368,0.075,1.252,0.058,-0.679,1.572,0.108,-0.056,0.822,-1.084
-0.068,0.261,0.111,0.945,-2.508,-0.58,-0.58,-1.251,-0.642,0.883,-1.777,-0.217,-0.828,1.407,-2.322,-0.088,0.529,-0.179,-1.172,-0.447,0.248,-0.012,0.991,0.051,-0.124,0.559,-0.803,-0.302,0.999,0.24,-1.395,0.221,-0.379,-0.782,1.222,-0.818,0.816,-1.504,-1.696,-1.32,-0.176,2.025,0.736,-0.516,-0.089,1.139,1.809,0.127,-0.863,-1.246,-0.528,-0.26,0.874,0.585,0.161,-0.095,0.646,-0.891,-0.52,0.934,-0.058,0.557,0.527,0.155,0.473,-0.015,-1.375,-0.125,2.156,0.736,1.272,-0.441,1.102,0.485,0.414,0.826,-0.008,-0.375,-1.408,0.218,-2.991,0.145,0.421,-0.131,0.186,-0.656,1.017,0.963,0.747,-0.413,-0.565,-0.084,-1.365,0.523,0.212,0.54,0.771,0.913,0.09,-0.27
0.398,-0.163,0.627,-1.503,3.923,-1.035,-1.035,-0.842,0.36,-1.916,-1.515,0.941,-1.29,1.667,0.189,-0.136,0.895,-0.201,1.682,1.487,0.496,1.153,0.234,0.952,0.356,0.23,-0.21,2.357,-0.395,-0.086,0.158,-1.179,1.085,0.753,1.454,-0.851,-0.087,-1.104,0.661,-1.115,-1.478,-0.557,-0.311,0.011,-0.777,-0.382,-0.835,0.294,0.761,-1.121,-2.663,-1.367,0.352,-0.671,1.107,0.341,1.18,0.161,0.828,-1.022,-1.369,1.047,0.295,-0.317,0.724,1.921,0.55,0.183,0.513,-0.177,-1.386,0.86,-0.611,-0.098,0.566,0.762,-0.163,1.089,0.404,0.52,-0.749,-1.285,-0.179,-0.892,-0.15,0.623,-0.98,0.345,0.854,-1.781,1.013,-0.197,-0.039,0.505,-1.321,-0.497,0.29,-0.955,-0.683,0.928
0.069,-1.239,-0.582,1.251,-2.133,0.425,-0.425,-1.59,-0.476,-0.06,0.37,1.166,-1.392,0.676,0.274,-0.683,0.564,-1.397,-1.081,-0.128,0.677,1.162,0.072,-1.031,0.137,-1.653,-0.388,0.127,0.796,-0.519,0.104,-0.532,0.25,-1.034,-0.705,-0.506,1.511,0.416,0.023,0.97,-0.033,-0.149,0.301,-1.471,-0.162,-1.384,-0.14,-0.103,0.77,0.564,-0.709,2.723,-0.076,0.64,1.325,0.386,0.779,0.283,0.778,-0.831,0.829,-0.231,-0.667,1.633,-0.623,-0.871,0.741,-0.82,0.533,0.591,0.093,-0.461,-0.454,0.791,-0.442,-0.089,-0.362,-0.157,-0.026,-0.957,0.64,-0.211,-1.068,-0.121,-0.819,-1.219,-0.861,-0.609,-0.859,-0.39,-0.297,-0.333,0.769,1.108,1.817,-0.02,0.263,0.292,-0.28,1.272
-0.469,1.033,-3.135,-0.182,-1.628,-1.632,-1.632,0.045,0.372,-0.794,0.048,-1.227,-0.343,-0.804,0.257,-0.688,-1.587,0.905,1.022,-0.449,0.749,0.047,0.212,-0.273,-0.669,-1.252,1.05,-0.249,-1.995,-0.746,0.209,0.841,-0.102,-0.082,0.22,-0.763,-0.275,1.166,0.03,-0.173,0.272,0.099,-0.841,-0.749,-0.112,0.702,0.231,1.483,1.408,-0.848,-1.27,-0.322,0.061,1.661,0.046,-0.321,0.421,0.372,0.521,-0.482,1.044,0.695,-1.083,-1.516,-2.006,-0.512,-0.695,0.766,-0.412,-1.162,0.346,-0.418,-0.483,-2.101,-1.16,0.581,-0.044,-1.375,-0.645,0.486,1.301,-0.431,0.741,1.208,-0.121,-1.674,0.254,-0.647,-0.495,0.043,0.11,-1.554,-1.022,0.807,-2.473,0.907,0.068,0.827,0.225,-1.209
